0	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1200	1200	200	1200	1200	1400	1800	1800	1550	2850	600	
1	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1200	1200	200	1200	1200	1400	1800	1800	1550	2850	600	
2	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1200	1200	200	1200	1200	1400	1800	1800	1550	2850	600	
3	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1200	1200	200	1200	1200	1400	1800	1800	1550	2850	600	
4	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1200	1200	200	1200	1200	1400	1800	1800	1550	2850	600	
5	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1200	1200	200	1200	1200	1400	1800	1800	1550	2850	600	
6	1000	1000	1000	1000	1000	1200	1200	1200	1200	200	1321.86	1278.65	206.268	1233.23	0	1400	1800	1800	1958.23	0	761.767	
7	1084.62	1083.61	0	0	1069.83	0	1342.01	1407.13	1434.71	209.043	0	1454.63	220.295	1307.59	0	1532.71	2027.29	0	2110.59	0	0	
8	0	1201.81	0	0	1168.55	0	1835.36	0	0	240.461	0	0	266.471	1552.34	0	1532.71	2027.29	0	2110.59	0	0	
9	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	266.471	1552.34	0	1532.71	2027.29	0	0	0	0	
10	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	1605.63	0	1938.17	0	0	0	0	0	
11	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	1605.63	0	1938.17	0	0	0	0	0	
12	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	0	0	1938.17	0	0	0	0	0	
13	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	0	0	1938.17	0	0	0	0	0	
14	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	0	0	1938.17	0	0	0	0	0	
15	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	0	0	1938.17	0	0	0	0	0	
16	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	0	0	1938.17	0	0	0	0	0	
17	0	0	0	0	1408.91	0	0	0	0	754.362	0	0	0	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	0	754.362	0	0	0	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	0	754.362	0	0	0	0	0	0	0	0	0	0	0	
