203.077	228.462	0
634.615	228.462	0
1116.92	228.462	0
1624.62	228.462	0
2132.31	228.462	0
2538.46	228.462	0
2817.69	228.462	0
3223.85	228.462	0
3630	228.462	0
3909.23	228.462	0
4264.62	228.462	0
4772.31	228.462	8462.77
5330.77	228.462	8466.44
5838.46	228.462	0
6270	228.462	0
6752.31	228.462	0
7323.46	228.462	8514.45
7920	228.462	0
8580	228.462	0
9062.31	228.462	0
9392.31	228.462	0
9798.46	228.462	0
10230	228.462	0
10585.4	228.462	0
10940.8	228.462	0
11346.9	228.462	0
11753.1	228.462	0
12159.2	228.462	0
12565.4	228.462	0
12920.8	228.462	0
13200	228.462	0
13453.8	228.462	0
13834.6	228.462	0
14266.2	228.462	0
14596.2	228.462	0

203.077	685.385	0
634.615	685.385	0
1116.92	685.385	0
1624.62	685.385	0
2132.31	685.385	0
2538.46	685.385	0
2817.69	685.385	0
3223.85	685.385	0
3630	685.385	0
3909.23	685.385	0
4264.62	685.385	8456.03
4772.31	685.385	8460.14
5330.77	685.385	8469.47
5838.46	685.385	8481.6
6270	685.385	8492.26
6752.31	685.385	8503.52
7323.46	685.385	8514.3
7920	685.385	8525.01
8580	685.385	8530.48
9062.31	685.385	0
9392.31	685.385	0
9798.46	685.385	0
10230	685.385	0
10585.4	685.385	0
10940.8	685.385	0
11346.9	685.385	0
11753.1	685.385	0
12159.2	685.385	0
12565.4	685.385	0
12920.8	685.385	0
13200	685.385	0
13453.8	685.385	0
13834.6	685.385	0
14266.2	685.385	0
14596.2	685.385	0

203.077	1193.08	0
634.615	1193.08	0
1116.92	1193.08	0
1624.62	1193.08	0
2132.31	1193.08	0
2538.46	1193.08	8426.24
2817.69	1193.08	8428.56
3223.85	1193.08	8434.59
3630	1193.08	8444.71
3909.23	1193.08	8449.73
4264.62	1193.08	8454.59
4772.31	1193.08	8460.73
5330.77	1193.08	8473.12
5838.46	1193.08	8490.17
6270	1193.08	8500.27
6752.31	1193.08	8513.36
7323.46	1193.08	8520.47
7920	1193.08	8530.81
8580	1193.08	8541.89
9062.31	1193.08	8545.56
9392.31	1193.08	8554.64
9798.46	1193.08	0
10230	1193.08	0
10585.4	1193.08	0
10940.8	1193.08	0
11346.9	1193.08	0
11753.1	1193.08	0
12159.2	1193.08	0
12565.4	1193.08	0
12920.8	1193.08	0
13200	1193.08	0
13453.8	1193.08	0
13834.6	1193.08	0
14266.2	1193.08	0
14596.2	1193.08	0

203.077	1802.31	0
634.615	1802.31	8397.38
1116.92	1802.31	8399.78
1624.62	1802.31	8403.29
2132.31	1802.31	8410.83
2538.46	1802.31	8413.81
2817.69	1802.31	8419.19
3223.85	1802.31	8428.24
3630	1802.31	8439.85
3909.23	1802.31	8450.57
4264.62	1802.31	8449.03
4772.31	1802.31	8461.85
5330.77	1802.31	8478.69
5838.46	1802.31	8507
6270	1802.31	8513.03
6752.31	1802.31	8525.03
7323.46	1802.31	8538.08
7920	1802.31	8548.8
8580	1802.31	8552.98
9062.31	1802.31	8560.27
9392.31	1802.31	8562.03
9798.46	1802.31	8567.67
10230	1802.31	0
10585.4	1802.31	0
10940.8	1802.31	0
11346.9	1802.31	0
11753.1	1802.31	0
12159.2	1802.31	0
12565.4	1802.31	0
12920.8	1802.31	0
13200	1802.31	0
13453.8	1802.31	0
13834.6	1802.31	0
14266.2	1802.31	0
14596.2	1802.31	0

203.077	2462.31	0
634.615	2462.31	8394.65
1116.92	2462.31	8393.23
1624.62	2462.31	8399.14
2132.31	2462.31	8399.69
2538.46	2462.31	8404.17
2817.69	2462.31	8411.44
3223.85	2462.31	8420.33
3630	2462.31	8431.02
3909.23	2462.31	8440.83
4264.62	2462.31	8453.53
4772.31	2462.31	8469.17
5330.77	2462.31	8487.72
5838.46	2462.31	8507.86
6270	2462.31	8523.02
6752.31	2462.31	8539.07
7323.46	2462.31	8555.53
7920	2462.31	8568.15
8580	2462.31	8575.98
9062.31	2462.31	8582.49
9392.31	2462.31	8582.06
9798.46	2462.31	8579.81
10230	2462.31	8578.54
10585.4	2462.31	8573.72
10940.8	2462.31	8568.47
11346.9	2462.31	8559.56
11753.1	2462.31	8550.72
12159.2	2462.31	8542.67
12565.4	2462.31	8535.34
12920.8	2462.31	8527.73
13200	2462.31	8524.5
13453.8	2462.31	8525.57
13834.6	2462.31	0
14266.2	2462.31	0
14596.2	2462.31	0

203.077	2970	0
634.615	2970	8391.28
1116.92	2970	8389.52
1624.62	2970	8390.06
2132.31	2970	8395.5
2538.46	2970	8402.68
2817.69	2970	8409.19
3223.85	2970	8417.12
3630	2970	8429.82
3909.23	2970	8439.03
4264.62	2970	8452.72
4772.31	2970	8472.42
5330.77	2970	8496.72
5838.46	2970	8520.26
6270	2970	8540.67
6752.31	2970	8562.43
7323.46	2970	8584.08
7920	2970	8600.55
8580	2970	8607.45
9062.31	2970	8609.47
9392.31	2970	8603.06
9798.46	2970	8594.48
10230	2970	8584.83
10585.4	2970	8580.89
10940.8	2970	8575.71
11346.9	2970	8564.88
11753.1	2970	8554.73
12159.2	2970	8541.14
12565.4	2970	8533.38
12920.8	2970	8527.76
13200	2970	8523.97
13453.8	2970	8520.8
13834.6	2970	8516.76
14266.2	2970	0
14596.2	2970	0

203.077	3350.77	0
634.615	3350.77	8389.91
1116.92	3350.77	8387.49
1624.62	3350.77	8387.21
2132.31	3350.77	8391.99
2538.46	3350.77	8400.62
2817.69	3350.77	8407.67
3223.85	3350.77	8415.74
3630	3350.77	8429.04
3909.23	3350.77	8438.61
4264.62	3350.77	8453.19
4772.31	3350.77	8476.04
5330.77	3350.77	8503.64
5838.46	3350.77	8531.83
6270	3350.77	8558.27
6752.31	3350.77	8586.75
7323.46	3350.77	8616.25
7920	3350.77	8635.42
8580	3350.77	8637.22
9062.31	3350.77	8630.43
9392.31	3350.77	8621.14
9798.46	3350.77	8607.7
10230	3350.77	8592.43
10585.4	3350.77	8583.42
10940.8	3350.77	8576.44
11346.9	3350.77	8564.13
11753.1	3350.77	8553.1
12159.2	3350.77	8543.54
12565.4	3350.77	8535.45
12920.8	3350.77	8529.67
13200	3350.77	8525.38
13453.8	3350.77	8521.98
13834.6	3350.77	8515.75
14266.2	3350.77	8511.56
14596.2	3350.77	0

203.077	3680.77	0
634.615	3680.77	8389.24
1116.92	3680.77	8386.86
1624.62	3680.77	8386.14
2132.31	3680.77	8390.02
2538.46	3680.77	8398.74
2817.69	3680.77	8406.71
3223.85	3680.77	8414.54
3630	3680.77	8428.27
3909.23	3680.77	8438.55
4264.62	3680.77	8453.09
4772.31	3680.77	8477.26
5330.77	3680.77	8508.4
5838.46	3680.77	8542.9
6270	3680.77	8577.53
6752.31	3680.77	8615.32
7323.46	3680.77	8661.69
7920	3680.77	8683.24
8580	3680.77	8667.28
9062.31	3680.77	8652.92
9392.31	3680.77	8641.39
9798.46	3680.77	8622.37
10230	3680.77	8601.59
10585.4	3680.77	8590.35
10940.8	3680.77	8581.4
11346.9	3680.77	8565.76
11753.1	3680.77	8553.84
12159.2	3680.77	8543.44
12565.4	3680.77	8534.59
12920.8	3680.77	8527.87
13200	3680.77	8523.05
13453.8	3680.77	8519.21
13834.6	3680.77	8511.77
14266.2	3680.77	8507.52
14596.2	3680.77	0

203.077	3985.38	0
634.615	3985.38	8389.05
1116.92	3985.38	8386.53
1624.62	3985.38	8386.37
2132.31	3985.38	8392.31
2538.46	3985.38	8400.38
2817.69	3985.38	8407.35
3223.85	3985.38	8417.47
3630	3985.38	8431.05
3909.23	3985.38	8441.48
4264.62	3985.38	8456.53
4772.31	3985.38	8478.24
5330.77	3985.38	8513.83
5838.46	3985.38	8556.16
6270	3985.38	8598.51
6752.31	3985.38	8649.81
7323.46	3985.38	8711.56
7920	3985.38	8751.3
8580	3985.38	8715.46
9062.31	3985.38	8682.44
9392.31	3985.38	8665.95
9798.46	3985.38	8641.23
10230	3985.38	8614.97
10585.4	3985.38	8598.18
10940.8	3985.38	8581.58
11346.9	3985.38	8567.51
11753.1	3985.38	8554.73
12159.2	3985.38	8542.8
12565.4	3985.38	8532.79
12920.8	3985.38	8521.29
13200	3985.38	8522.51
13453.8	3985.38	8518.04
13834.6	3985.38	8510.88
14266.2	3985.38	8506.94
14596.2	3985.38	0

203.077	4442.31	0
634.615	4442.31	8389.5
1116.92	4442.31	8391.95
1624.62	4442.31	8391.31
2132.31	4442.31	8397.46
2538.46	4442.31	8404.77
2817.69	4442.31	8410.95
3223.85	4442.31	8420.04
3630	4442.31	8429.36
3909.23	4442.31	8438.98
4264.62	4442.31	8456.98
4772.31	4442.31	8487.32
5330.77	4442.31	8525.09
5838.46	4442.31	8572.17
6270	4442.31	8633.18
6752.31	4442.31	8708.87
7323.46	4442.31	8846.06
7920	4442.31	8969.81
8580	4442.31	8839.04
9062.31	4442.31	8758.24
9392.31	4442.31	8710.9
9798.46	4442.31	8671.34
10230	4442.31	8637.78
10585.4	4442.31	8615.15
10940.8	4442.31	8598.79
11346.9	4442.31	8579
11753.1	4442.31	8560.62
12159.2	4442.31	8541.59
12565.4	4442.31	8526.04
12920.8	4442.31	8514.24
13200	4442.31	8508.69
13453.8	4442.31	8506.86
13834.6	4442.31	8504.77
14266.2	4442.31	8501.86
14596.2	4442.31	8498.6

203.077	4924.62	0
634.615	4924.62	0
1116.92	4924.62	8394.72
1624.62	4924.62	8399.3
2132.31	4924.62	8402.5
2538.46	4924.62	8408.24
2817.69	4924.62	8410.76
3223.85	4924.62	8416.52
3630	4924.62	8421.66
3909.23	4924.62	8424.01
4264.62	4924.62	0
4772.31	4924.62	0
5330.77	4924.62	0
5838.46	4924.62	0
6270	4924.62	0
6752.31	4924.62	0
7323.46	4924.62	9589.97
7920	4924.62	10904.9
8580	4924.62	9225.43
9062.31	4924.62	8814.9
9392.31	4924.62	8734.07
9798.46	4924.62	8667.55
10230	4924.62	8631.74
10585.4	4924.62	8621.38
10940.8	4924.62	8606.23
11346.9	4924.62	8598.81
11753.1	4924.62	8587.77
12159.2	4924.62	0
12565.4	4924.62	0
12920.8	4924.62	0
13200	4924.62	8492.75
13453.8	4924.62	8491.04
13834.6	4924.62	8491.76
14266.2	4924.62	8488.03
14596.2	4924.62	8486.93

203.077	5330.77	0
634.615	5330.77	8373.84
1116.92	5330.77	8388.41
1624.62	5330.77	8402.37
2132.31	5330.77	8404.61
2538.46	5330.77	8408.76
2817.69	5330.77	8409.41
3223.85	5330.77	8412.9
3630	5330.77	8416.16
3909.23	5330.77	8417.19
4264.62	5330.77	8413.62
4772.31	5330.77	8417.98
5330.77	5330.77	0
5838.46	5330.77	0
6270	5330.77	0
