0	102	0.403533	0.999493	0.999493
1	105	0.403857	0.999493	0.999493
2	105	0.404269	0.999492	0.999493
3	105	0.404721	0.999492	0.999493
4	105	0.405202	0.999492	0.999492
5	105	0.405704	0.999491	0.999492
6	105	0.406224	1.14831	1.01835
7	105	0.406757	1.33549	1.04581
8	104	0.407296	1.36326	1.06476
9	97	0.407761	1.58083	1.08351
10	99	0.407968	1.31929	1.08982
11	99	0.408232	0.997757	1.08742
12	103	0.408473	1.38836	1.09296
13	102	0.408683	0.996875	1.09122
14	100	0.408859	0.996872	1.08955
15	99	0.409009	0.996871	1.08793
16	98	0.409142	0.996871	1.08637
17	98	0.409264	1.89001	1.09357
18	97	0.409379	2.85066	1.09904
19	97	0.409477	0.982977	1.09868
20	97	0.409553	0.982951	1.09832
21	96	0.409611	0.982941	1.09796
22	96	0.409655	0.982936	1.09761
23	96	0.409688	0.982933	1.09726
24	95	0.409715	0.982931	1.09691
25	93	0.409738	0.982929	1.09656
26	93	0.409759	0.982927	1.09622
27	94	0.409777	0.982926	1.09587
28	95	0.409795	0.982925	1.09553
29	95	0.409812	0.982924	1.09519
30	95	0.409829	0.982923	1.09486
31	95	0.409846	0.982923	1.09452
32	95	0.409863	0.982922	1.09419
33	95	0.409879	0.982921	1.09386
34	95	0.409896	0.982921	1.09353
35	95	0.409913	0.98292	1.0932
36	95	0.409929	0.982919	1.09288
37	95	0.409946	0.982918	1.09256
38	95	0.409963	0.982918	1.09223
39	95	0.40998	0.982917	1.09191
40	96	0.409997	0.982916	1.0916
41	96	0.410014	0.982916	1.09128
42	96	0.410031	0.982915	1.09097
43	96	0.410048	0.982914	1.09066
44	96	0.410065	0.982914	1.09035
45	96	0.410082	0.982913	1.09004
46	96	0.410099	0.982912	1.08973
47	96	0.410116	0.982912	1.08943
48	96	0.410133	0.982911	1.08912
49	96	0.41015	0.98291	1.08882
50	96	0.410167	0.98291	1.08852
51	96	0.410184	0.982909	1.08822
52	96	0.410201	0.982908	1.08793
53	96	0.410218	0.982908	1.08763
54	96	0.410235	0.982907	1.08734
55	96	0.410252	0.982906	1.08705
56	96	0.41027	0.982906	1.08676
57	96	0.410287	0.982905	1.08647
58	96	0.410304	0.982904	1.08618
59	96	0.410321	0.982903	1.0859
60	96	0.410338	0.982903	1.08561
61	96	0.410355	0.982902	1.08533
62	96	0.410372	0.982901	1.08505
63	96	0.41039	0.982901	1.08477
64	96	0.410407	0.9829	1.08449
65	96	0.410424	0.982899	1.08422
66	96	0.410441	0.982899	1.08394
67	96	0.410458	0.982898	1.08367
68	96	0.410475	0.982897	1.0834
69	96	0.410493	0.982897	1.08313
70	96	0.41051	0.982896	1.08286
71	96	0.410527	0.982895	1.08259
72	96	0.410544	0.982895	1.08233
73	96	0.410561	0.982894	1.08206
74	96	0.410579	0.982893	1.0818
75	96	0.410596	0.982893	1.08154
76	96	0.410613	0.982892	1.08128
77	96	0.41063	0.982891	1.08102
78	96	0.410647	0.98289	1.08076
79	96	0.410665	0.98289	1.08051
80	96	0.410682	0.982889	1.08025
81	96	0.410699	0.982888	1.08
82	96	0.410716	0.982888	1.07975
83	96	0.410733	0.982887	1.0795
84	96	0.410751	0.982886	1.07925
85	96	0.410768	0.982886	1.079
86	96	0.410785	0.982885	1.07875
87	96	0.410802	0.982884	1.07851
88	96	0.41082	0.982884	1.07826
89	96	0.410837	0.982883	1.07802
90	96	0.410854	0.982882	1.07778
91	96	0.410871	0.982882	1.07754
92	96	0.410888	0.982881	1.0773
93	96	0.410906	0.98288	1.07706
94	96	0.410923	0.982879	1.07682
95	96	0.41094	0.982879	1.07659
96	96	0.410957	0.982878	1.07635
97	96	0.410975	0.982877	1.07612
98	96	0.410992	0.982877	1.07589
99	96	0.411009	0.982876	1.07565
100	96	0.411026	0.982875	1.07542
101	96	0.411044	0.982875	1.0752
102	96	0.411061	0.982874	1.07497
103	96	0.411078	0.982873	1.07474
104	96	0.411095	0.982873	1.07452
105	96	0.411112	0.982872	1.07429
106	96	0.41113	0.982871	1.07407
107	96	0.411147	0.982871	1.07385
108	96	0.411164	0.98287	1.07362
109	96	0.411181	0.982869	1.0734
110	96	0.411199	0.982868	1.07318
111	96	0.411216	0.982868	1.07297
112	96	0.411233	0.982867	1.07275
113	96	0.411251	0.982866	1.07253
114	96	0.411268	0.982866	1.07232
115	96	0.411285	0.982865	1.07211
116	96	0.411302	0.982864	1.07189
117	96	0.41132	0.982864	1.07168
118	96	0.411337	0.982863	1.07147
119	96	0.411354	0.982862	1.07126
120	96	0.411371	0.982862	1.07105
121	96	0.411389	0.982861	1.07084
122	96	0.411406	0.98286	1.07064
123	96	0.411423	0.98286	1.07043
124	96	0.41144	0.982859	1.07023
125	96	0.411458	0.982858	1.07002
126	96	0.411475	0.982857	1.06982
127	96	0.411492	0.982857	1.06962
128	96	0.41151	0.982856	1.06942
129	96	0.411527	0.982855	1.06921
130	96	0.411544	inf	1.07149
