203.0769231	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
634.6153846	228.4615385	456.9230769	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
1116.923077	228.4615385	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
1624.615385	228.4615385	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
2132.307692	228.4615385	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
2538.461538	228.4615385	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
2817.692308	228.4615385	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
3223.846154	228.4615385	558.4615385	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
3630	228.4615385	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
3909.230769	228.4615385	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
4264.615385	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
4772.307692	228.4615385	609.2307692	456.9230769	1	0	1430	4	5	25	13.75	0	0
5330.769231	228.4615385	507.6923077	456.9230769	1	0	1430	4	5	25	13.75	0	0
5838.461538	228.4615385	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
6270	228.4615385	355.3846154	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
6752.307692	228.4615385	609.2307692	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
7323.461538	228.4615385	533.0769231	456.9230769	1	0	1430	4	5	25	13.75	0	0
7920	228.4615385	660	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
8580	228.4615385	660	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
9062.307692	228.4615385	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
9392.307692	228.4615385	355.3846154	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
9798.461538	228.4615385	456.9230769	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
10230	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
10585.38462	228.4615385	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
10940.76923	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
11346.92308	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
11753.07692	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
12159.23077	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
12565.38462	228.4615385	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
12920.76923	228.4615385	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
13200	228.4615385	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
13453.84615	228.4615385	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
13834.61538	228.4615385	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
14266.15385	228.4615385	355.3846154	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
14596.15385	228.4615385	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
203.0769231	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
634.6153846	685.3846154	456.9230769	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
1116.923077	685.3846154	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
1624.615385	685.3846154	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
2132.307692	685.3846154	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
2538.461538	685.3846154	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
2817.692308	685.3846154	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
3223.846154	685.3846154	558.4615385	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
3630	685.3846154	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
3909.230769	685.3846154	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
4264.615385	685.3846154	406.1538462	456.9230769	1	0	1420	4	20	50	27.5	0	0
4772.307692	685.3846154	609.2307692	456.9230769	1	0	1420	5	25	50	27.5	0	0
5330.769231	685.3846154	507.6923077	456.9230769	1	0	1420	5	25	50	27.5	0	0
5838.461538	685.3846154	507.6923077	456.9230769	1	0	1420	5	25	50	27.5	0	0
6270	685.3846154	355.3846154	456.9230769	1	0	1420	5	20	50	27.5	0	0
6752.307692	685.3846154	609.2307692	456.9230769	1	0	1420	5	15	50	27.5	0	0
7323.461538	685.3846154	533.0769231	456.9230769	1	0	1420	4	15	50	27.5	0	0
7920	685.3846154	660	456.9230769	1	0	1420	4	15	50	27.5	0	0
8580	685.3846154	660	456.9230769	1	0	1410	2	2	50	27.5	0	0
9062.307692	685.3846154	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
9392.307692	685.3846154	355.3846154	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
9798.461538	685.3846154	456.9230769	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
10230	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
10585.38462	685.3846154	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
10940.76923	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
11346.92308	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
11753.07692	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
12159.23077	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
12565.38462	685.3846154	406.1538462	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
12920.76923	685.3846154	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
13200	685.3846154	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
13453.84615	685.3846154	253.8461538	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
13834.61538	685.3846154	507.6923077	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
14266.15385	685.3846154	355.3846154	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
14596.15385	685.3846154	304.6153846	456.9230769	0	0	-1	-1	-1	-1	-1	0	0
203.0769231	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
634.6153846	1193.076923	456.9230769	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
1116.923077	1193.076923	507.6923077	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
1624.615385	1193.076923	507.6923077	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
2132.307692	1193.076923	507.6923077	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
2538.461538	1193.076923	304.6153846	558.4615385	1	0	1420	2	5	80	44	0	0
2817.692308	1193.076923	253.8461538	558.4615385	1	0	1420	2	12	80	44	0	0
3223.846154	1193.076923	558.4615385	558.4615385	1	0	1420	2	12	80	44	0	0
3630	1193.076923	253.8461538	558.4615385	1	0	1420	2	15	80	44	0	0
3909.230769	1193.076923	304.6153846	558.4615385	1	0	1415	2	18	100	55	0	0
4264.615385	1193.076923	406.1538462	558.4615385	1	0	1410	5	25	100	55	0	0
4772.307692	1193.076923	609.2307692	558.4615385	1	0	1405	6	23	100	55	0	0
5330.769231	1193.076923	507.6923077	558.4615385	1	0	1405	6	22	100	55	0	0
5838.461538	1193.076923	507.6923077	558.4615385	1	0	1415	6	20	100	55	0	0
6270	1193.076923	355.3846154	558.4615385	1	0	1415	6	22	100	55	0	0
6752.307692	1193.076923	609.2307692	558.4615385	1	0	1420	6	25	100	55	0	0
7323.461538	1193.076923	533.0769231	558.4615385	1	12	1410	6	25	100	55	4900	0.25
7920	1193.076923	660	558.4615385	1	0	1410	5	23	100	55	0	0
8580	1193.076923	660	558.4615385	1	0	1415	5	23	80	44	0	0
9062.307692	1193.076923	304.6153846	558.4615385	1	0	1415	4	15	50	27.5	0	0
9392.307692	1193.076923	355.3846154	558.4615385	1	0	1430	3	10	40	22	0	0
9798.461538	1193.076923	456.9230769	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
10230	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
10585.38462	1193.076923	304.6153846	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
10940.76923	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
11346.92308	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
11753.07692	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
12159.23077	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
12565.38462	1193.076923	406.1538462	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
12920.76923	1193.076923	304.6153846	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
13200	1193.076923	253.8461538	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
13453.84615	1193.076923	253.8461538	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
13834.61538	1193.076923	507.6923077	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
14266.15385	1193.076923	355.3846154	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
14596.15385	1193.076923	304.6153846	558.4615385	0	0	-1	-1	-1	-1	-1	0	0
203.0769231	1802.307692	406.1538462	660	0	0	-1	-1	-1	-1	-1	0	0
634.6153846	1802.307692	456.9230769	660	1	0	1425	3	10	80	44	0	0
1116.923077	1802.307692	507.6923077	660	1	0	1425	3	12	80	44	0	0
1624.615385	1802.307692	507.6923077	660	1	0	1420	3	12	80	44	0	0
