k 	 X         	Y      	 dx    	dy   	domain     	well 	  struc  	depth    	phi     	 kx      	 ky     	 Ax     	 Ay     	G    	 P    	WellBCs    	 rw
240	12920.8	3350.77	304.615	406.154	1	0	1410	10	0.17	0.12397	0.0681835	4061.54	3046.15	1415	0	0	0
241	13200	3350.77	253.846	406.154	1	0	1410	9	0.18	0.1127	0.061985	3655.38	2284.62	1414.5	0	0	0
242	13453.8	3350.77	253.846	406.154	1	0	1410	8	0.18	0.1127	0.061985	3249.23	2030.77	1414	0	0	0
243	13834.6	3350.77	507.692	406.154	1	0	1410	5	0.19	0.09016	0.049588	2030.77	2538.46	1412.5	0	0	0
244	14266.2	3350.77	355.385	406.154	1	0	1410	4	0.2	0.05635	0.0309925	1624.62	1421.54	1412	0	0	0
245	14596.2	3350.77	304.615	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
246	203.077	3680.77	406.154	253.846	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
247	634.615	3680.77	456.923	253.846	1	0	1420	4	0.15	0.129605	0.0712828	1015.38	1827.69	1422	0	0	0
248	1116.92	3680.77	507.692	253.846	1	0	1410	8	0.2	0.1127	0.061985	2030.77	4061.54	1414	0	0	0
249	1624.62	3680.77	507.692	253.846	1	0	1400	10	0.22	0.107065	0.0588858	2538.46	5076.92	1405	0	0	0
250	2132.31	3680.77	507.692	253.846	1	0	1395	12	0.25	0.09016	0.049588	3046.15	6092.31	1401	0	0	0
251	2538.46	3680.77	304.615	253.846	1	0	1395	14	0.25	0.04508	0.024794	3553.85	4264.62	1402	0	0	0
252	2817.69	3680.77	253.846	253.846	1	0	1395	14	0.24	0.09016	0.049588	3553.85	3553.85	1402	0	0	0
253	3223.85	3680.77	558.462	253.846	1	0	1390	16	0.24	0.09016	0.049588	4061.54	8935.38	1398	0	0	0
254	3630	3680.77	253.846	253.846	1	0	1390	15	0.23	0.107065	0.0588858	3807.69	3807.69	1397.5	0	0	0
255	3909.23	3680.77	304.615	253.846	1	0	1390	15	0.2	0.1127	0.061985	3807.69	4569.23	1397.5	0	0	0
256	4264.62	3680.77	406.154	253.846	1	0	1390	15	0.18	0.129605	0.0712828	3807.69	6092.31	1397.5	0	0	0
257	4772.31	3680.77	609.231	253.846	1	0	1390	15	0.12	0.118335	0.0650842	3807.69	9138.46	1397.5	0	0	0
258	5330.77	3680.77	507.692	253.846	1	0	1390	15	0.18	0.1127	0.061985	3807.69	7615.38	1397.5	0	0	0
259	5838.46	3680.77	507.692	253.846	1	0	1390	12	0.25	0.12397	0.0681835	3046.15	6092.31	1396	0	0	0
260	6270	3680.77	355.385	253.846	1	0	1390	12	0.2	0.148764	0.0818202	3046.15	4264.62	1396	0	0	0
261	6752.31	3680.77	609.231	253.846	1	0	1390	14	0.15	0.14651	0.0805805	3553.85	8529.23	1397	0	0	0
262	7323.46	3680.77	533.077	253.846	1	0	1390	12	0.15	0.152145	0.0836797	3046.15	6396.92	1396	0	0	0
263	7920	3680.77	660	253.846	1	0	1390	12	0.18	0.152145	0.0836797	3046.15	7920	1396	0	0	0
264	8580	3680.77	660	253.846	1	0	1385	15	0.17	0.15778	0.086779	3807.69	9900	1392.5	0	0	0
265	9062.31	3680.77	304.615	253.846	1	0	1390	15	0.15	0.15778	0.086779	3807.69	4569.23	1397.5	0	0	0
266	9392.31	3680.77	355.385	253.846	1	0	1390	12	0.17	0.15778	0.086779	3046.15	4264.62	1396	0	0	0
267	9798.46	3680.77	456.923	253.846	1	0	1390	10	0.2	0.15778	0.086779	2538.46	4569.23	1395	0	0	0
268	10230	3680.77	406.154	253.846	1	0	1390	10	0.25	0.15778	0.086779	2538.46	4061.54	1395	0	0	0
269	10585.4	3680.77	304.615	253.846	1	0	1400	10	0.23	0.152145	0.0836797	2538.46	3046.15	1405	0	0	0
270	10940.8	3680.77	406.154	253.846	1	0	1410	10	0.2	0.152145	0.0836797	2538.46	4061.54	1415	0	0	0
271	11346.9	3680.77	406.154	253.846	1	0	1405	10	0.2	0.152145	0.0836797	2538.46	4061.54	1410	0	0	0
272	11753.1	3680.77	406.154	253.846	1	0	1405	10	0.19	0.152145	0.0836797	2538.46	4061.54	1410	0	0	0
273	12159.2	3680.77	406.154	253.846	1	0	1405	10	0.15	0.14651	0.0805805	2538.46	4061.54	1410	0	0	0
274	12565.4	3680.77	406.154	253.846	1	0	1405	10	0.15	0.13524	0.074382	2538.46	4061.54	1410	0	0	0
275	12920.8	3680.77	304.615	253.846	1	0	1405	8	0.16	0.13524	0.074382	2030.77	2436.92	1409	0	0	0
276	13200	3680.77	253.846	253.846	1	0	1405	7	0.18	0.1127	0.061985	1776.92	1776.92	1408.5	0	0	0
277	13453.8	3680.77	253.846	253.846	1	0	1405	7	0.19	0.09016	0.049588	1776.92	1776.92	1408.5	0	0	0
278	13834.6	3680.77	507.692	253.846	1	0	1405	5	0.22	0.05635	0.0309925	1269.23	2538.46	1407.5	0	0	0
279	14266.2	3680.77	355.385	253.846	1	0	1405	4	0.22	0.04508	0.024794	1015.38	1421.54	1407	0	0	0
280	14596.2	3680.77	304.615	253.846	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
281	203.077	3985.38	406.154	355.385	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
282	634.615	3985.38	456.923	355.385	1	0	1420	3	0.12	0.09016	0.049588	1066.15	1370.77	1421.5	0	0	0
283	1116.92	3985.38	507.692	355.385	1	0	1410	5	0.2	0.129605	0.0712828	1776.92	2538.46	1412.5	0	0	0
284	1624.62	3985.38	507.692	355.385	1	0	1400	10	0.2	0.1127	0.061985	3553.85	5076.92	1405	0	0	0
285	2132.31	3985.38	507.692	355.385	1	0	1400	11	0.23	0.107065	0.0588858	3909.23	5584.62	1405.5	0	0	0
286	2538.46	3985.38	304.615	355.385	1	0	1400	12	0.23	0.10143	0.0557865	4264.62	3655.38	1406	0	0	0
287	2817.69	3985.38	253.846	355.385	1	0	1400	14	0.23	0.095795	0.0526872	4975.38	3553.85	1407	0	0	0
288	3223.85	3985.38	558.462	355.385	1	0	1400	15	0.21	0.095795	0.0526872	5330.77	8376.92	1407.5	0	0	0
289	3630	3985.38	253.846	355.385	1	0	1400	14	0.2	0.107065	0.0588858	4975.38	3553.85	1407	0	0	0
290	3909.23	3985.38	304.615	355.385	1	0	1400	15	0.2	0.1127	0.061985	5330.77	4569.23	1407.5	0	0	0
291	4264.62	3985.38	406.154	355.385	1	0	1400	13	0.16	0.118335	0.0650842	4620	5280	1406.5	0	0	0
292	4772.31	3985.38	609.231	355.385	1	-11	1390	13	0.12	0.1127	0.061985	4620	7920	1396.5	0	800	0.25
293	5330.77	3985.38	507.692	355.385	1	0	1390	10	0.18	0.1127	0.061985	3553.85	5076.92	1395	0	0	0
294	5838.46	3985.38	507.692	355.385	1	0	1390	10	0.2	0.129605	0.0712828	3553.85	5076.92	1395	0	0	0
295	6270	3985.38	355.385	355.385	1	0	1390	10	0.25	0.13524	0.074382	3553.85	3553.85	1395	0	0	0
296	6752.31	3985.38	609.231	355.385	1	0	1390	11	0.2	0.13524	0.074382	3909.23	6701.54	1395.5	0	0	0
297	7323.46	3985.38	533.077	355.385	1	0	1390	17	0.15	0.14651	0.0805805	6041.54	9062.31	1398.5	0	0	0
298	7920	3985.38	660	355.385	1	0	1390	12	0.2	0.14651	0.0805805	4264.62	7920	1396	0	0	0
299	8580	3985.38	660	355.385	1	-11	1385	10	0.17	0.152145	0.0836797	3553.85	6600	1390	0	700	0.25
300	9062.31	3985.38	304.615	355.385	1	0	1390	13	0.15	0.15778	0.086779	4620	3960	1396.5	0	0	0
301	9392.31	3985.38	355.385	355.385	1	0	1390	12	0.12	0.15778	0.086779	4264.62	4264.62	1396	0	0	0
302	9798.46	3985.38	456.923	355.385	1	0	1390	8	0.17	0.15778	0.086779	2843.08	3655.38	1394	0	0	0
303	10230	3985.38	406.154	355.385	1	0	1390	7	0.2	0.152145	0.0836797	2487.69	2843.08	1393.5	0	0	0
304	10585.4	3985.38	304.615	355.385	1	0	1400	6	0.23	0.152145	0.0836797	2132.31	1827.69	1403	0	0	0
305	10940.8	3985.38	406.154	355.385	1	0	1400	10	0.23	0.152145	0.0836797	3553.85	4061.54	1405	0	0	0
306	11346.9	3985.38	406.154	355.385	1	0	1400	11	0.2	0.152145	0.0836797	3909.23	4467.69	1405.5	0	0	0
307	11753.1	3985.38	406.154	355.385	1	0	1400	11	0.19	0.13524	0.074382	3909.23	4467.69	1405.5	0	0	0
308	12159.2	3985.38	406.154	355.385	1	0	1400	10	0.19	0.13524	0.074382	3553.85	4061.54	1405	0	0	0
309	12565.4	3985.38	406.154	355.385	1	0	1400	10	0.15	0.12397	0.0681835	3553.85	4061.54	1405	0	0	0
310	12920.8	3985.38	304.615	355.385	1	0	1390	10	0.12	0.12397	0.0681835	3553.85	3046.15	1395	0	0	0
311	13200	3985.38	253.846	355.385	1	0	1405	8	0.15	0.1127	0.061985	2843.08	2030.77	1409	0	0	0
312	13453.8	3985.38	253.846	355.385	1	0	1405	7	0.16	0.1127	0.061985	2487.69	1776.92	1408.5	0	0	0
313	13834.6	3985.38	507.692	355.385	1	0	1405	5	0.19	0.10143	0.0557865	1776.92	2538.46	1407.5	0	0	0
314	14266.2	3985.38	355.385	355.385	1	0	1405	4	0.2	0.09016	0.049588	1421.54	1421.54	1407	0	0	0
315	14596.2	3985.38	304.615	355.385	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
316	203.077	4442.31	406.154	558.462	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
317	634.615	4442.31	456.923	558.462	1	0	1420	2	0.12	0.09016	0.049588	1116.92	913.846	1421	0	0	0
318	1116.92	4442.31	507.692	558.462	1	0	1420	5	0.15	0.129605	0.0712828	2792.31	2538.46	1422.5	0	0	0
319	1624.62	4442.31	507.692	558.462	1	0	1410	8	0.18	0.1127	0.061985	4467.69	4061.54	1414	0	0	0
320	2132.31	4442.31	507.692	558.462	1	0	1410	10	0.19	0.10143	0.0557865	5584.62	5076.92	1415	0	0	0
321	2538.46	4442.31	304.615	558.462	1	0	1410	10	0.19	0.107065	0.0588858	5584.62	3046.15	1415	0	0	0
322	2817.69	4442.31	253.846	558.462	1	0	1410	11	0.2	0.107065	0.0588858	6143.08	2792.31	1415.5	0	0	0
323	3223.85	4442.31	558.462	558.462	1	0	1410	15	0.2	0.107065	0.0588858	8376.92	8376.92	1417.5	0	0	0
324	3630	4442.31	253.846	558.462	1	0	1405	15	0.2	0.1127	0.061985	8376.92	3807.69	1412.5	0	0	0
325	3909.23	4442.31	304.615	558.462	1	-11	1405	14	0.15	0.1127	0.061985	7818.46	4264.62	1412	0	800	0.25
326	4264.62	4442.31	406.154	558.462	1	0	1405	10	0.12	0.129605	0.0712828	5584.62	4061.54	1410	0	0	0
327	4772.31	4442.31	609.231	558.462	1	0	1405	10	0.08	0.129605	0.0712828	5584.62	6092.31	1410	0	0	0
328	5330.77	4442.31	507.692	558.462	1	0	1400	10	0.15	0.1127	0.061985	5584.62	5076.92	1405	0	0	0
329	5838.46	4442.31	507.692	558.462	1	0	1390	10	0.18	0.09016	0.049588	5584.62	5076.92	1395	0	0	0
330	6270	4442.31	355.385	558.462	1	0	1390	10	0.23	0.09016	0.049588	5584.62	3553.85	1395	0	0	0
331	6752.31	4442.31	609.231	558.462	1	0	1390	10	0.23	0.1127	0.061985	5584.62	6092.31	1395	0	0	0
332	7323.46	4442.31	533.077	558.462	1	0	1390	10	0.25	0.1127	0.061985	5584.62	5330.77	1395	0	0	0
333	7920	4442.31	660	558.462	1	0	1390	10	0.25	0.1127	0.061985	5584.62	6600	1395	0	0	0
334	8580	4442.31	660	558.462	1	0	1385	10	0.2	0.1127	0.061985	5584.62	6600	1390	0	0	0
335	9062.31	4442.31	304.615	558.462	1	0	1390	6	0.2	0.12397	0.0681835	3350.77	1827.69	1393	0	0	0
336	9392.31	4442.31	355.385	558.462	1	0	1390	10	0.17	0.12397	0.0681835	5584.62	3553.85	1395	0	0	0
337	9798.46	4442.31	456.923	558.462	1	0	1390	8	0.17	0.12397	0.0681835	4467.69	3655.38	1394	0	0	0
338	10230	4442.31	406.154	558.462	1	0	1390	7	0.17	0.12397	0.0681835	3909.23	2843.08	1393.5	0	0	0
339	10585.4	4442.31	304.615	558.462	1	0	1390	6	0.25	0.12397	0.0681835	3350.77	1827.69	1393	0	0	0
340	10940.8	4442.31	406.154	558.462	1	-11	1400	5	0.2	0.12397	0.0681835	2792.31	2030.77	1402.5	0	700	0.25
341	11346.9	4442.31	406.154	558.462	1	0	1400	5	0.23	0.1127	0.061985	2792.31	2030.77	1402.5	0	0	0
342	11753.1	4442.31	406.154	558.462	1	0	1400	5	0.23	0.1127	0.061985	2792.31	2030.77	1402.5	0	0	0
343	12159.2	4442.31	406.154	558.462	1	0	1395	5	0.2	0.1127	0.061985	2792.31	2030.77	1397.5	0	0	0
344	12565.4	4442.31	406.154	558.462	1	0	1390	5	0.23	0.1127	0.061985	2792.31	2030.77	1392.5	0	0	0
345	12920.8	4442.31	304.615	558.462	1	-11	1385	5	0.23	0.1127	0.061985	2792.31	1523.08	1387.5	0	1100	0.25
346	13200	4442.31	253.846	558.462	1	0	1385	7	0.19	0.1127	0.061985	3909.23	1776.92	1388.5	0	0	0
347	13453.8	4442.31	253.846	558.462	1	0	1390	6	0.19	0.1127	0.061985	3350.77	1523.08	1393	0	0	0
348	13834.6	4442.31	507.692	558.462	1	0	1400	5	0.19	0.09016	0.049588	2792.31	2538.46	1402.5	0	0	0
349	14266.2	4442.31	355.385	558.462	1	-11	1405	4	0.23	0.05635	0.0309925	2233.85	1421.54	1407	0	1100	0.25
350	14596.2	4442.31	304.615	558.462	1	0	1405	2	0.1	0.03381	0.0185955	1116.92	609.231	1406	0	0	0
351	203.077	4924.62	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
352	634.615	4924.62	456.923	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
353	1116.92	4924.62	507.692	406.154	1	0	1425	3	0.12	0.05635	0.0309925	1218.46	1523.08	1426.5	0	0	0
354	1624.62	4924.62	507.692	406.154	1	0	1425	5	0.12	0.09016	0.049588	2030.77	2538.46	1427.5	0	0	0
355	2132.31	4924.62	507.692	406.154	1	11	1420	5	0.12	0.129605	0.0712828	2030.77	2538.46	1422.5	0	1350	0.25
356	2538.46	4924.62	304.615	406.154	1	0	1420	5	0.12	0.1127	0.061985	2030.77	1523.08	1422.5	0	0	0
357	2817.69	4924.62	253.846	406.154	1	0	1415	6	0.12	0.1127	0.061985	2436.92	1523.08	1418	0	0	0
358	3223.85	4924.62	558.462	406.154	1	0	1415	9	0.15	0.1127	0.061985	3655.38	5026.15	1419.5	0	0	0
359	3630	4924.62	253.846	406.154	1	0	1415	10	0.15	0.1127	0.061985	4061.54	2538.46	1420	0	0	0
360	3909.23	4924.62	304.615	406.154	1	0	1415	10	0.12	0.129605	0.0712828	4061.54	3046.15	1420	0	0	0
361	4264.62	4924.62	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
362	4772.31	4924.62	609.231	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
363	5330.77	4924.62	507.692	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
364	5838.46	4924.62	507.692	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
365	6270	4924.62	355.385	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
366	6752.31	4924.62	609.231	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
367	7323.46	4924.62	533.077	406.154	1	0	1380	3	0.1	0.05635	0.0309925	1218.46	1599.23	1381.5	0	0	0
368	7920	4924.62	660	406.154	1	-11	1370	3	0.1	0.05635	0.0309925	1218.46	1980	1371.5	0	800	0.25
369	8580	4924.62	660	406.154	1	0	1370	3	0.18	0.05635	0.0309925	1218.46	1980	1371.5	0	0	0
370	9062.31	4924.62	304.615	406.154	1	0	1370	5	0.23	0.1127	0.061985	2030.77	1523.08	1372.5	0	0	0
371	9392.31	4924.62	355.385	406.154	1	0	1370	5	0.25	0.12397	0.0681835	2030.77	1776.92	1372.5	0	0	0
372	9798.46	4924.62	456.923	406.154	1	0	1370	6	0.19	0.12397	0.0681835	2436.92	2741.54	1373	0	0	0
373	10230	4924.62	406.154	406.154	1	0	1370	7	0.19	0.12397	0.0681835	2843.08	2843.08	1373.5	0	0	0
374	10585.4	4924.62	304.615	406.154	1	0	1390	6	0.2	0.12397	0.0681835	2436.92	1827.69	1393	0	0	0
375	10940.8	4924.62	406.154	406.154	1	0	1390	6	0.25	0.12397	0.0681835	2436.92	2436.92	1393	0	0	0
376	11346.9	4924.62	406.154	406.154	1	0	1400	5	0.2	0.1127	0.061985	2030.77	2030.77	1402.5	0	0	0
377	11753.1	4924.62	406.154	406.154	1	0	1400	3	0.18	0.05635	0.0309925	1218.46	1218.46	1401.5	0	0	0
378	12159.2	4924.62	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
379	12565.4	4924.62	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
380	12920.8	4924.62	304.615	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
381	13200	4924.62	253.846	406.154	1	0	1390	5	0.19	0.02254	0.012397	2030.77	1269.23	1392.5	0	0	0
382	13453.8	4924.62	253.846	406.154	1	0	1390	5	0.19	0.02254	0.012397	2030.77	1269.23	1392.5	0	0	0
383	13834.6	4924.62	507.692	406.154	1	0	1400	5	0.19	0.02254	0.012397	2030.77	2538.46	1402.5	0	0	0
384	14266.2	4924.62	355.385	406.154	1	0	1400	3	0.19	0.02254	0.012397	1218.46	1066.15	1401.5	0	0	0
385	14596.2	4924.62	304.615	406.154	1	0	1400	0	0.1	0.02254	0.012397	0	0	1400	0	0	0
386	203.077	5330.77	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
387	634.615	5330.77	456.923	406.154	1	0	1430	1	0.01	0.001127	0.00061985	406.154	456.923	1430.5	0	0	0
388	1116.92	5330.77	507.692	406.154	1	0	1425	1	0.01	0.001127	0.00061985	406.154	507.692	1425.5	0	0	0
389	1624.62	5330.77	507.692	406.154	1	0	1425	1	0.01	0.05635	0.0309925	406.154	507.692	1425.5	0	0	0
390	2132.31	5330.77	507.692	406.154	1	0	1420	3	0.05	0.09016	0.049588	1218.46	1523.08	1421.5	0	0	0
391	2538.46	5330.77	304.615	406.154	1	0	1420	3	0.05	0.1127	0.061985	1218.46	913.846	1421.5	0	0	0
392	2817.69	5330.77	253.846	406.154	1	0	1415	3	0.05	0.129605	0.0712828	1218.46	761.538	1416.5	0	0	0
393	3223.85	5330.77	558.462	406.154	1	11	1415	5	0.12	0.129605	0.0712828	2030.77	2792.31	1417.5	0	1000	0.25
394	3630	5330.77	253.846	406.154	1	0	1415	9	0.12	0.129605	0.0712828	3655.38	2284.62	1419.5	0	0	0
395	3909.23	5330.77	304.615	406.154	1	0	1415	11	0.07	0.129605	0.0712828	4467.69	3350.77	1420.5	0	0	0
396	4264.62	5330.77	406.154	406.154	1	0	1415	5	0.05	0.05635	0.0309925	2030.77	2030.77	1417.5	0	0	0
397	4772.31	5330.77	609.231	406.154	1	0	1430	5	0.05	0.05635	0.00061985	2030.77	3046.15	1432.5	0	0	0
398	5330.77	5330.77	507.692	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
399	5838.46	5330.77	507.692	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
400	6270	5330.77	355.385	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
401	6752.31	5330.77	609.231	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
402	7323.46	5330.77	533.077	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
403	7920	5330.77	660	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
404	8580	5330.77	660	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
405	9062.31	5330.77	304.615	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
406	9392.31	5330.77	355.385	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
407	9798.46	5330.77	456.923	406.154	1	0	1370	5	0.2	0.1127	0.061985	2030.77	2284.62	1372.5	0	0	0
408	10230	5330.77	406.154	406.154	1	0	1370	6	0.25	0.12397	0.0681835	2436.92	2436.92	1373	0	0	0
409	10585.4	5330.77	304.615	406.154	1	0	1390	7	0.28	0.12397	0.0681835	2843.08	2132.31	1393.5	0	0	0
410	10940.8	5330.77	406.154	406.154	1	0	1390	6	0.25	0.12397	0.0681835	2436.92	2436.92	1393	0	0	0
411	11346.9	5330.77	406.154	406.154	1	0	1400	5	0.12	0.1127	0.061985	2030.77	2030.77	1402.5	0	0	0
412	11753.1	5330.77	406.154	406.154	1	0	1400	4	0.05	0.09016	0.049588	1624.62	1624.62	1402	0	0	0
413	12159.2	5330.77	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
414	12565.4	5330.77	406.154	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
415	12920.8	5330.77	304.615	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
416	13200	5330.77	253.846	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
417	13453.8	5330.77	253.846	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
418	13834.6	5330.77	507.692	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
419	14266.2	5330.77	355.385	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
420	14596.2	5330.77	304.615	406.154	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
421	203.077	5686.15	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
422	634.615	5686.15	456.923	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
423	1116.92	5686.15	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
424	1624.62	5686.15	507.692	304.615	1	0	1430	1	0.05	0.028175	0.0154962	304.615	507.692	1430.5	0	0	0
425	2132.31	5686.15	507.692	304.615	1	0	1430	2	0.05	0.028175	0.0154962	609.231	1015.38	1431	0	0	0
426	2538.46	5686.15	304.615	304.615	1	0	1430	3	0.05	0.05635	0.0309925	913.846	913.846	1431.5	0	0	0
427	2817.69	5686.15	253.846	304.615	1	0	1430	3	0.05	0.09016	0.049588	913.846	761.538	1431.5	0	0	0
428	3223.85	5686.15	558.462	304.615	1	0	1430	3	0.1	0.09016	0.049588	913.846	1675.38	1431.5	0	0	0
429	3630	5686.15	253.846	304.615	1	0	1420	3	0.1	0.09016	0.049588	913.846	761.538	1421.5	0	0	0
430	3909.23	5686.15	304.615	304.615	1	0	1420	5	0.08	0.09016	0.049588	1523.08	1523.08	1422.5	0	0	0
431	4264.62	5686.15	406.154	304.615	1	0	1420	5	0.09	0.09016	0.049588	1523.08	2030.77	1422.5	0	0	0
432	4772.31	5686.15	609.231	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
433	5330.77	5686.15	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
434	5838.46	5686.15	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
435	6270	5686.15	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
436	6752.31	5686.15	609.231	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
437	7323.46	5686.15	533.077	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
438	7920	5686.15	660	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
439	8580	5686.15	660	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
440	9062.31	5686.15	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
441	9392.31	5686.15	355.385	304.615	1	0	1370	3	0.05	0.09016	0.049588	913.846	1066.15	1371.5	0	0	0
442	9798.46	5686.15	456.923	304.615	1	0	1370	4	0.1	0.09016	0.049588	1218.46	1827.69	1372	0	0	0
443	10230	5686.15	406.154	304.615	1	0	1370	5	0.2	0.1127	0.061985	1523.08	2030.77	1372.5	0	0	0
444	10585.4	5686.15	304.615	304.615	1	0	1370	6	0.25	0.1127	0.061985	1827.69	1827.69	1373	0	0	0
445	10940.8	5686.15	406.154	304.615	1	0	1380	6	0.25	0.1127	0.061985	1827.69	2436.92	1383	0	0	0
446	11346.9	5686.15	406.154	304.615	1	0	1390	5	0.1	0.09016	0.049588	1523.08	2030.77	1392.5	0	0	0
447	11753.1	5686.15	406.154	304.615	1	0	1400	3	0.05	0.05635	0.0309925	913.846	1218.46	1401.5	0	0	0
448	12159.2	5686.15	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
449	12565.4	5686.15	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
450	12920.8	5686.15	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
451	13200	5686.15	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
452	13453.8	5686.15	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
453	13834.6	5686.15	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
454	14266.2	5686.15	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
455	14596.2	5686.15	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
456	203.077	5940	406.154	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
457	634.615	5940	456.923	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
458	1116.92	5940	507.692	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
459	1624.62	5940	507.692	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
460	2132.31	5940	507.692	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
461	2538.46	5940	304.615	203.077	1	0	1430	1	0.01	0.01127	0.0061985	203.077	304.615	1430.5	0	0	0
462	2817.69	5940	253.846	203.077	1	0	1430	2	0.05	0.01127	0.0061985	406.154	507.692	1431	0	0	0
463	3223.85	5940	558.462	203.077	1	0	1420	2	0.05	0.02254	0.012397	406.154	1116.92	1421	0	0	0
464	3630	5940	253.846	203.077	1	0	1420	2	0.05	0.02254	0.012397	406.154	507.692	1421	0	0	0
465	3909.23	5940	304.615	203.077	1	0	1420	2	0.05	0.02254	0.012397	406.154	609.231	1421	0	0	0
466	4264.62	5940	406.154	203.077	1	0	1420	2	0.05	0.02254	0.012397	406.154	812.308	1421	0	0	0
467	4772.31	5940	609.231	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
468	5330.77	5940	507.692	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
469	5838.46	5940	507.692	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
470	6270	5940	355.385	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
471	6752.31	5940	609.231	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
472	7323.46	5940	533.077	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
473	7920	5940	660	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
474	8580	5940	660	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
475	9062.31	5940	304.615	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
