				
0.038461538	0.028846154	0		
0.120192308	0.028846154	0		
0.211538462	0.028846154	0		
0.307692308	0.028846154	0		
0.403846154	0.028846154	0		
0.480769231	0.028846154	0		
0.533653846	0.028846154	0		
0.610576923	0.028846154	0		
0.6875	0.028846154	0		
0.740384615	0.028846154	0		
0.807692308	0.028846154	0		
0.903846154	0.028846154	0		
1.009615385	0.028846154	0		
1.105769231	0.028846154	0		
1.1875	0.028846154	0		
1.278846154	0.028846154	0		
1.387019231	0.028846154	0		
1.5	0.028846154	0		
1.625	0.028846154	0		
1.716346154	0.028846154	0		
1.778846154	0.028846154	0		
1.855769231	0.028846154	0		
1.9375	0.028846154	0		
2.004807692	0.028846154	1365		
2.072115385	0.028846154	1365		
2.149038462	0.028846154	1365		
2.225961538	0.028846154	0		
2.302884615	0.028846154	0		
2.379807692	0.028846154	0		
2.447115385	0.028846154	0		
2.5	0.028846154	0		
2.548076923	0.028846154	0		
2.620192308	0.028846154	0		
2.701923077	0.028846154	0		
2.764423077	0.028846154	0		
				
0.038461538	0.086538462	0		
0.120192308	0.086538462	0		
0.211538462	0.086538462	0		
0.307692308	0.086538462	0		
0.403846154	0.086538462	0		
0.480769231	0.086538462	0		
0.533653846	0.086538462	0		
0.610576923	0.086538462	0		
0.6875	0.086538462	0		
0.740384615	0.086538462	0		
0.807692308	0.086538462	0		
0.903846154	0.086538462	0		
1.009615385	0.086538462	0		
1.105769231	0.086538462	0		
1.1875	0.086538462	0		
1.278846154	0.086538462	0		
1.387019231	0.086538462	0		
1.5	0.086538462	0		
1.625	0.086538462	0		
1.716346154	0.086538462	0		
1.778846154	0.086538462	0		
1.855769231	0.086538462	0		
1.9375	0.086538462	1365		
2.004807692	0.086538462	1370		
2.072115385	0.086538462	1370		
2.149038462	0.086538462	1380		
2.225961538	0.086538462	0		
2.302884615	0.086538462	0		
2.379807692	0.086538462	0		
2.447115385	0.086538462	0		
2.5	0.086538462	0		
2.548076923	0.086538462	0		
2.620192308	0.086538462	0		
2.701923077	0.086538462	0		
2.764423077	0.086538462	0		
				
0.038461538	0.134615385	0		
0.120192308	0.134615385	0		
0.211538462	0.134615385	0		
0.307692308	0.134615385	0		
0.403846154	0.134615385	0		
0.480769231	0.134615385	1430		
0.533653846	0.134615385	1430		
0.610576923	0.134615385	1420		
0.6875	0.134615385	1420		
0.740384615	0.134615385	1420		
0.807692308	0.134615385	1420		
0.903846154	0.134615385	0		
1.009615385	0.134615385	0		
1.105769231	0.134615385	0		
1.1875	0.134615385	0		
1.278846154	0.134615385	0		
1.387019231	0.134615385	0		
1.5	0.134615385	0		
1.625	0.134615385	0		
1.716346154	0.134615385	0		
1.778846154	0.134615385	0		
1.855769231	0.134615385	1365		
1.9375	0.134615385	1370		
2.004807692	0.134615385	1380		
2.072115385	0.134615385	1380		
2.149038462	0.134615385	1380		
2.225961538	0.134615385	1380		
2.302884615	0.134615385	0		
2.379807692	0.134615385	0		
2.447115385	0.134615385	0		
2.5	0.134615385	0		
2.548076923	0.134615385	0		
2.620192308	0.134615385	0		
2.701923077	0.134615385	0		
2.764423077	0.134615385	0		
				
0.038461538	0.182692308	0		
0.120192308	0.182692308	0		
0.211538462	0.182692308	0		
0.307692308	0.182692308	1430		
0.403846154	0.182692308	1430		
0.480769231	0.182692308	1430		
0.533653846	0.182692308	1430		
0.610576923	0.182692308	1430		
0.6875	0.182692308	1420		
0.740384615	0.182692308	1420		
0.807692308	0.182692308	1420		
0.903846154	0.182692308	0		
1.009615385	0.182692308	0		
1.105769231	0.182692308	0		
1.1875	0.182692308	0		
1.278846154	0.182692308	0		
1.387019231	0.182692308	0		
1.5	0.182692308	0		
1.625	0.182692308	0		
1.716346154	0.182692308	0		
1.778846154	0.182692308	1370		
1.855769231	0.182692308	1370		
1.9375	0.182692308	1370		
2.004807692	0.182692308	1370		
2.072115385	0.182692308	1380		
2.149038462	0.182692308	1390		
2.225961538	0.182692308	1400		
2.302884615	0.182692308	0		
2.379807692	0.182692308	0		
2.447115385	0.182692308	0		
2.5	0.182692308	0		
2.548076923	0.182692308	0		
2.620192308	0.182692308	0		
2.701923077	0.182692308	0		
2.764423077	0.182692308	0		
				
0.038461538	0.25	0		
0.120192308	0.25	1430		
0.211538462	0.25	1425		
0.307692308	0.25	1425		
0.403846154	0.25	1420		
0.480769231	0.25	1420		
0.533653846	0.25	1415		
0.610576923	0.25	1415		
0.6875	0.25	1415		
0.740384615	0.25	1415		
0.807692308	0.25	1415		
0.903846154	0.25	1430		
1.009615385	0.25	0		
1.105769231	0.25	0		
1.1875	0.25	1390		
1.278846154	0.25	1380		
1.387019231	0.25	1380		
1.5	0.25	1370		
1.625	0.25	1370		
1.716346154	0.25	1370		
1.778846154	0.25	1370		
1.855769231	0.25	1370		
1.9375	0.25	1370		
2.004807692	0.25	1390		
2.072115385	0.25	1390		
2.149038462	0.25	1400		
2.225961538	0.25	1400		
2.302884615	0.25	1390		
2.379807692	0.25	1390		
2.447115385	0.25	1385		
2.5	0.25	1390		
2.548076923	0.25	1390		
2.620192308	0.25	1400		
2.701923077	0.25	1400		
2.764423077	0.25	1400		
				
0.038461538	0.326923077	0		
0.120192308	0.326923077	1430		
0.211538462	0.326923077	1425		
0.307692308	0.326923077	1425		
0.403846154	0.326923077	1420		
0.480769231	0.326923077	1420		
0.533653846	0.326923077	1415		
0.610576923	0.326923077	1415		
0.6875	0.326923077	1415		
